x, y
-100000, -9.99999e+24
-71428.6, -1.85934e+24
-42857.1, -1.44582e+23
-14285.7, -5.94986e+20
14285.7, 5.94994e+20
42857.1, 1.44583e+23
71428.6, 1.85935e+24
100000, 1e+25
